Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Kagoshima,Japan,1/20/2025,31.009484000000004,130.430665,38590,161,,0.0,0.0
Kanagawa,Japan,1/20/2025,35.415312,139.338983,565798,1956,,0.0,0.0
Kochi,Japan,1/20/2025,33.422519,133.367307,15660,97,,0.0,0.0
Kumamoto,Japan,1/20/2025,32.608154,130.74523100000002,60460,266,,0.0,0.0
Kyoto,Japan,1/20/2025,35.253815,135.443341,147208,604,,0.0,0.0
Mie,Japan,1/20/2025,34.508018,136.376013,51107,262,,0.0,0.0
Miyagi,Japan,1/20/2025,38.446859,140.927086,52797,169,,0.0,0.0
Miyazaki,Japan,1/20/2025,32.193203999999994,131.299374,23118,115,,0.0,0.0
Nagano,Japan,1/20/2025,36.132134,138.045528,39258,160,,0.0,0.0
Nagasaki,Japan,1/20/2025,33.235712,129.608033,32056,116,,0.0,0.0
Nara,Japan,1/20/2025,34.317451,135.871644,69778,332,,0.0,0.0
Niigata,Japan,1/20/2025,37.521819,138.918647,37708,85,,0.0,0.0
Oita,Japan,1/20/2025,33.200697,131.43323999999998,29293,126,,0.0,0.0
Okayama,Japan,1/20/2025,34.89246,133.826252,58762,221,,0.0,0.0
Okinawa,Japan,1/20/2025,25.768923,126.668016,114081,437,,0.0,0.0
Osaka,Japan,1/20/2025,34.620965000000005,135.507481,759912,4490,,0.0,0.0
Port Quarantine,Japan,1/20/2025,,,4463,4,,0.0,0.0
Saga,Japan,1/20/2025,33.286977,130.115738,29184,77,,0.0,0.0
Saitama,Japan,1/20/2025,35.997101,139.347635,394679,1297,,0.0,0.0
Shiga,Japan,1/20/2025,35.21582700000001,136.138064,64026,185,,0.0,0.0
Shimane,Japan,1/20/2025,35.07076,132.55406399999998,8369,9,,0.0,0.0
Shizuoka,Japan,1/20/2025,34.916975,138.40778400000002,113226,372,,0.0,0.0
Tochigi,Japan,1/20/2025,36.689912,139.819213,56715,233,,0.0,0.0
Tokushima,Japan,1/20/2025,33.919178,134.242091,15120,78,,0.0,0.0
Tokyo,Japan,1/20/2025,35.711343,139.446921,1179338,4069,,0.0,0.0
Tottori,Japan,1/20/2025,35.359069,133.863619,8510,11,,0.0,0.0
Toyama,Japan,1/20/2025,36.637464,137.26934599999998,25590,71,,0.0,0.0
Unknown,Japan,1/20/2025,,,8,0,,0.0,0.0
Wakayama,Japan,1/20/2025,33.911879,135.505446,26704,107,,0.0,0.0
Yamagata,Japan,1/20/2025,38.448396,140.102154,15891,77,,0.0,0.0
Yamaguchi,Japan,1/20/2025,34.201190000000004,131.573293,26825,160,,0.0,0.0
Yamanashi,Japan,1/20/2025,35.612364,138.61148899999998,21243,61,,0.0,0.0
,Jordan,1/20/2025,31.24,36.51,1689314,14003,,0.0,0.0
,Kazakhstan,1/20/2025,48.0196,66.9237,1393456,19004,,0.0,0.0
,Kenya,1/20/2025,-0.0236,37.9062,323289,5647,,0.0,0.0
,Kiribati,1/20/2025,-3.3704,-168.734,3061,13,,0.0,0.0
,"Korea, South",1/20/2025,35.90775700000001,127.766922,9936540,13141,,0.0,0.0
,Kosovo,1/20/2025,42.602636,20.902977,227150,3127,,0.0,0.0
,Kuwait,1/20/2025,29.31166,47.481766,627584,2553,,0.0,0.0
,Kyrgyzstan,1/20/2025,41.20438,74.766098,200818,2980,,0.0,0.0
,Laos,1/20/2025,19.85627,102.495496,154094,649,,0.0,0.0
,Latvia,1/20/2025,56.8796,24.6032,772390,5514,,0.0,0.0
,Lebanon,1/20/2025,33.8547,35.8623,1088595,10252,,0.0,0.0
,Lesotho,1/20/2025,-29.61,28.2336,32775,697,,0.0,0.0
,Liberia,1/20/2025,6.4280550000000005,-9.429499,7397,294,,0.0,0.0
,Libya,1/20/2025,26.3351,17.228331,501135,6377,,0.0,0.0
,Liechtenstein,1/20/2025,47.14,9.55,15458,83,,0.0,0.0
,Lithuania,1/20/2025,55.1694,23.8813,993953,8736,,0.0,0.0
,Luxembourg,1/20/2025,49.8153,6.1296,201718,1015,,0.0,0.0
,MS Zaandam,1/20/2025,,,9,2,,0.0,0.0
,Madagascar,1/20/2025,-18.766947,46.869107,63928,1380,,0.0,0.0
,Malawi,1/20/2025,-13.2543,34.3015,85563,2626,,0.0,0.0
Johor,Malaysia,1/20/2025,1.4854,103.7618,363461,4351,,0.0,0.0
Kedah,Malaysia,1/20/2025,6.1184,100.3685,282974,2501,,0.0,0.0
Kelantan,Malaysia,1/20/2025,6.1254,102.2381,241169,1394,,0.0,0.0
Melaka,Malaysia,1/20/2025,2.1896,102.2501,111913,1063,,0.0,0.0
Negeri Sembilan,Malaysia,1/20/2025,2.7258,101.9424,180265,1424,,0.0,0.0
Pahang,Malaysia,1/20/2025,3.8126,103.3256,159757,919,,0.0,0.0
Perak,Malaysia,1/20/2025,4.5921,101.0901,179810,1739,,0.0,0.0
Perlis,Malaysia,1/20/2025,6.4449,100.2048,16014,170,,0.0,0.0
Pulau Pinang,Malaysia,1/20/2025,5.4141,100.3288,257348,1911,,0.0,0.0
Sabah,Malaysia,1/20/2025,5.9788,116.0753,364325,3094,,0.0,0.0
Sarawak,Malaysia,1/20/2025,1.5533,110.3592,288660,1662,,0.0,0.0
Selangor,Malaysia,1/20/2025,3.0738,101.5183,1100852,10446,,0.0,0.0
Terengganu,Malaysia,1/20/2025,5.3117,103.1324,117205,829,,0.0,0.0
Unknown,Malaysia,1/20/2025,,,0,0,,0.0,0.0
W.P. Kuala Lumpur,Malaysia,1/20/2025,3.139,101.6869,309667,2775,,0.0,0.0
W.P. Labuan,Malaysia,1/20/2025,5.2831,115.2308,20241,153,,0.0,0.0
W.P. Putrajaya,Malaysia,1/20/2025,2.9264,101.6964,17291,32,,0.0,0.0
,Maldives,1/20/2025,3.2028,73.2207,174658,297,,0.0,0.0
,Mali,1/20/2025,17.570692,-3.996166000000001,30454,727,,0.0,0.0
,Malta,1/20/2025,35.9375,14.3754,74769,624,,0.0,0.0
,Marshall Islands,1/20/2025,7.1315,171.1845,7,0,,0.0,0.0
,Mauritania,1/20/2025,21.0079,-10.9408,58665,981,,0.0,0.0
,Mauritius,1/20/2025,-20.348404,57.552152,192558,934,,0.0,0.0
Aguascalientes,Mexico,1/20/2025,21.8853,-102.2916,63293,3482,,0.0,0.0
Baja California,Mexico,1/20/2025,30.8406,-115.2838,131461,12180,,0.0,0.0
Baja California Sur,Mexico,1/20/2025,26.0444,-111.6661,102327,2639,,0.0,0.0
Campeche,Mexico,1/20/2025,19.8301,-90.5349,33790,2234,,0.0,0.0
Chiapas,Mexico,1/20/2025,16.7569,-93.1292,36100,2398,,0.0,0.0
Chihuahua,Mexico,1/20/2025,28.63300000000001,-106.0691,129494,9894,,0.0,0.0
Ciudad de Mexico,Mexico,1/20/2025,19.4326,-99.1332,1380104,42531,,0.0,0.0
Coahuila,Mexico,1/20/2025,27.0587,-101.7068,144167,8766,,0.0,0.0
Colima,Mexico,1/20/2025,19.1223,-104.0072,54398,2183,,0.0,0.0
Durango,Mexico,1/20/2025,24.5593,-104.6588,67875,3580,,0.0,0.0
Guanajuato,Mexico,1/20/2025,21.019,-101.2574,280233,14835,,0.0,0.0
Guerrero,Mexico,1/20/2025,17.4392,-99.5451,98162,6699,,0.0,0.0
Hidalgo,Mexico,1/20/2025,20.0911,-98.7624,91365,8355,,0.0,0.0
Jalisco,Mexico,1/20/2025,20.6595,-103.3494,238374,19336,,0.0,0.0
Mexico,Mexico,1/20/2025,19.4969,-99.7233,536226,47004,,0.0,0.0
Michoacan,Mexico,1/20/2025,19.5665,-101.7068,93639,8784,,0.0,0.0
Morelos,Mexico,1/20/2025,18.6813,-99.1013,68441,5204,,0.0,0.0
Nayarit,Mexico,1/20/2025,21.7514,-104.8455,57900,3161,,0.0,0.0
Nuevo Leon,Mexico,1/20/2025,25.5922,-99.9962,311929,14916,,0.0,0.0
Oaxaca,Mexico,1/20/2025,17.0732,-96.7266,118993,6123,,0.0,0.0
Puebla,Mexico,1/20/2025,19.0414,-98.2063,168278,16380,,0.0,0.0
Queretaro,Mexico,1/20/2025,20.5888,-100.3899,140764,6173,,0.0,0.0
Quintana Roo,Mexico,1/20/2025,19.1817,-88.4791,91236,4374,,0.0,0.0
San Luis Potosi,Mexico,1/20/2025,22.1565,-100.9855,183443,7448,,0.0,0.0
Sinaloa,Mexico,1/20/2025,25.1721,-107.4795,121059,9622,,0.0,0.0
Sonora,Mexico,1/20/2025,29.2972,-110.3309,163776,10053,,0.0,0.0
Tabasco,Mexico,1/20/2025,17.8409,-92.6189,189596,6027,,0.0,0.0
Tamaulipas,Mexico,1/20/2025,24.2669,-98.8363,142235,7952,,0.0,0.0
Tlaxcala,Mexico,1/20/2025,19.3139,-98.2404,43513,3063,,0.0,0.0
Unknown,Mexico,1/20/2025,,,0,0,,0.0,0.0
Veracruz,Mexico,1/20/2025,19.1738,-96.1342,176599,16170,,0.0,0.0
Yucatan,Mexico,1/20/2025,20.7099,-89.0943,108703,6687,,0.0,0.0
Zacatecas,Mexico,1/20/2025,22.7709,-102.5832,67356,3839,,0.0,0.0
,Micronesia,1/20/2025,7.4256,150.5508,1,0,,0.0,0.0
,Moldova,1/20/2025,47.4116,28.3699,510700,11389,,0.0,0.0
,Monaco,1/20/2025,43.7333,7.4167,10175,54,,0.0,0.0
,Mongolia,1/20/2025,46.8625,103.8467,917213,2177,,0.0,0.0
,Montenegro,1/20/2025,42.708678000000006,19.37439,232249,2696,,0.0,0.0
,Morocco,1/20/2025,31.7917,-7.0926,1162539,16052,,0.0,0.0
,Mozambique,1/20/2025,-18.665695,35.529562,225211,2200,,0.0,0.0
,Namibia,1/20/2025,-22.9576,18.4904,157523,4016,,0.0,0.0
,Nepal,1/20/2025,28.1667,84.25,978196,11950,,0.0,0.0
Aruba,Netherlands,1/20/2025,12.5211,-69.9683,33843,212,,0.0,0.0
"Bonaire, Sint Eustatius and Saba",Netherlands,1/20/2025,12.1784,-68.2385,8039,31,,0.0,0.0
Curacao,Netherlands,1/20/2025,12.1696,-68.99,39853,265,,0.0,0.0
Drenthe,Netherlands,1/20/2025,52.862485,6.6184350000000025,183393,441,,0.0,0.0
Flevoland,Netherlands,1/20/2025,52.550383,5.515162,171446,324,,0.0,0.0
Friesland,Netherlands,1/20/2025,53.087337,5.7925,258646,610,,0.0,0.0
Gelderland,Netherlands,1/20/2025,52.061738,5.939114,912340,2724,,0.0,0.0
Groningen,Netherlands,1/20/2025,53.217922,6.741514,226383,344,,0.0,0.0
Limburg,Netherlands,1/20/2025,51.209227,5.93387,503589,2126,,0.0,0.0
Noord-Brabant,Netherlands,1/20/2025,51.561174,5.184942,1178913,3628,,0.0,0.0
Noord-Holland,Netherlands,1/20/2025,52.60090600000001,4.918688,1234952,3288,,0.0,0.0
Overijssel,Netherlands,1/20/2025,52.444558,6.441722,522397,1388,,0.0,0.0
Sint Maarten,Netherlands,1/20/2025,18.0425,-63.0548,9641,85,,0.0,0.0
Unknown,Netherlands,1/20/2025,,,84139,21,,0.0,0.0
Utrecht,Netherlands,1/20/2025,52.084251,5.163824,617363,1513,,0.0,0.0
Zeeland,Netherlands,1/20/2025,51.47936,3.861559,156106,376,,0.0,0.0
Zuid-Holland,Netherlands,1/20/2025,51.937835,4.462114,1577771,5034,,0.0,0.0
Cook Islands,New Zealand,1/20/2025,-21.2367,-159.7777,835,0,,0.0,0.0
,New Zealand,1/20/2025,-40.9006,174.886,518685,177,,0.0,0.0
,Nicaragua,1/20/2025,12.865416,-85.207229,18290,228,,0.0,0.0
,Niger,1/20/2025,17.607789,8.081666,8794,308,,0.0,0.0
,Nigeria,1/20/2025,9.082,8.6753,255103,3142,,0.0,0.0
,North Macedonia,1/20/2025,41.6086,21.7453,303418,9184,,0.0,0.0
,Norway,1/20/2025,60.472,8.4689,1383227,2169,,0.0,0.0
,Oman,1/20/2025,21.512583,55.92325500000001,387627,4250,,0.0,0.0
Azad Jammu and Kashmir,Pakistan,1/20/2025,34.027401,73.947253,43222,792,,0.0,0.0
Balochistan,Pakistan,1/20/2025,28.328492,65.898403,35459,378,,0.0,0.0
Gilgit-Baltistan,Pakistan,1/20/2025,35.792146,74.982138,11672,191,,0.0,0.0
Islamabad,Pakistan,1/20/2025,33.665087,73.121219,134973,1022,,0.0,0.0
Khyber Pakhtunkhwa,Pakistan,1/20/2025,34.485332,72.09169,218736,6307,,0.0,0.0
Punjab,Pakistan,1/20/2025,30.811346,72.13913199999998,504507,13551,,0.0,0.0
Sindh,Pakistan,1/20/2025,26.009446,68.77680699999999,573850,8092,,0.0,0.0
,Palau,1/20/2025,7.515,134.5825,3966,6,,0.0,0.0
,Panama,1/20/2025,8.538,-80.7821,761508,8156,,0.0,0.0
,Papua New Guinea,1/20/2025,-6.314993,143.95555,41533,639,,0.0,0.0
,Paraguay,1/20/2025,-23.4425,-58.4438,647268,18599,,0.0,0.0
Amazonas,Peru,1/20/2025,-5.077253,-78.050172,43918,1333,,0.0,0.0
Ancash,Peru,1/20/2025,-9.407125,-77.67179499999997,125591,7089,,0.0,0.0
Apurimac,Peru,1/20/2025,-14.027713,-72.975378,38814,1620,,0.0,0.0
Arequipa,Peru,1/20/2025,-15.843524,-72.475539,212325,10240,,0.0,0.0
Ayacucho,Peru,1/20/2025,-14.091648,-74.08344,48023,2317,,0.0,0.0
Cajamarca,Peru,1/20/2025,-6.430284,-78.74559599999998,95613,4438,,0.0,0.0
Callao,Peru,1/20/2025,-11.954609,-77.136042,146291,10467,,0.0,0.0
Cusco,Peru,1/20/2025,-13.191068,-72.153609,116556,5135,,0.0,0.0
Huancavelica,Peru,1/20/2025,-13.023888,-75.00277,25657,1261,,0.0,0.0
Huanuco,Peru,1/20/2025,-9.421676,-76.040642,51952,2875,,0.0,0.0
Ica,Peru,1/20/2025,-14.235097,-75.574821,103402,8909,,0.0,0.0
Junin,Peru,1/20/2025,-11.541783,-74.876968,125608,7427,,0.0,0.0
La Libertad,Peru,1/20/2025,-7.92139,-78.370238,146263,10895,,0.0,0.0
Lambayeque,Peru,1/20/2025,-6.353049,-79.824113,105370,9217,,0.0,0.0
Lima,Peru,1/20/2025,-11.766533,-76.60449799999998,1603068,92794,,0.0,0.0
Loreto,Peru,1/20/2025,-4.124847,-74.424115,57821,4374,,0.0,0.0
Madre de Dios,Peru,1/20/2025,-11.972699,-70.53171999999998,17754,844,,0.0,0.0
Moquegua,Peru,1/20/2025,-16.860271,-70.839046,48285,1611,,0.0,0.0
Pasco,Peru,1/20/2025,-10.39655,-75.307635,23878,1088,,0.0,0.0
Piura,Peru,1/20/2025,-5.133361,-80.335861,157643,13042,,0.0,0.0
Puno,Peru,1/20/2025,-14.995826999999998,-69.922726,65433,4716,,0.0,0.0
San Martin,Peru,1/20/2025,-7.039531,-76.729127,61791,3143,,0.0,0.0
Tacna,Peru,1/20/2025,-17.644160999999997,-70.27756,53677,2122,,0.0,0.0
Tumbes,Peru,1/20/2025,-3.857496,-80.54525500000003,27285,1687,,0.0,0.0
Ucayali,Peru,1/20/2025,-9.621718,-73.444929,39379,3221,,0.0,0.0
Unknown,Peru,1/20/2025,,,597,59,,0.0,0.0
,Philippines,1/20/2025,12.879721,121.774017,3674694,58276,,0.0,0.0
,Poland,1/20/2025,51.9194,19.1451,5895304,114221,,0.0,0.0
,Portugal,1/20/2025,39.3999,-8.2245,3458727,21408,,0.0,0.0
,Qatar,1/20/2025,25.3548,51.1839,360109,677,,0.0,0.0
,Romania,1/20/2025,45.9432,24.9668,2818275,64697,,0.0,0.0
Adygea Republic,Russia,1/20/2025,44.6939006,40.1520421,47655,960,,0.0,0.0
Altai Krai,Russia,1/20/2025,52.6932243,82.69314240000001,257856,8356,,0.0,0.0
Altai Republic,Russia,1/20/2025,50.7114101,86.8572186,33467,592,,0.0,0.0
Amur Oblast,Russia,1/20/2025,52.8032368,128.437295,102228,740,,0.0,0.0
Arkhangelsk Oblast,Russia,1/20/2025,63.5589686,43.1221646,223100,1605,,0.0,0.0
Astrakhan Oblast,Russia,1/20/2025,47.1878186,47.608851,113776,2923,,0.0,0.0
Bashkortostan Republic,Russia,1/20/2025,54.8573563,57.1439682,270090,5472,,0.0,0.0
Belgorod Oblast,Russia,1/20/2025,50.7080119,37.5837615,124377,2116,,0.0,0.0
Bryansk Oblast,Russia,1/20/2025,52.8873315,33.41585300000001,155126,3688,,0.0,0.0
Buryatia Republic,Russia,1/20/2025,52.7182426,109.492143,132905,2946,,0.0,0.0
Chechen Republic,Russia,1/20/2025,43.39761470000001,45.6985005,42784,1076,,0.0,0.0
Chelyabinsk Oblast,Russia,1/20/2025,54.4223954,61.1865846,311146,7311,,0.0,0.0
Chukotka Autonomous Okrug,Russia,1/20/2025,66.0006475,169.4900869,5415,41,,0.0,0.0
Chuvashia Republic,Russia,1/20/2025,55.4259922,47.0849429,76078,4521,,0.0,0.0
Dagestan Republic,Russia,1/20/2025,43.05749160000001,47.1332224,91525,3571,,0.0,0.0
Ingushetia Republic,Russia,1/20/2025,43.11542075,45.01713552,39993,548,,0.0,0.0
Irkutsk Oblast,Russia,1/20/2025,56.6370122,104.719221,278325,8143,,0.0,0.0
Ivanovo Oblast,Russia,1/20/2025,56.9167446,41.43521370000001,105870,2981,,0.0,0.0
Jewish Autonomous Okrug,Russia,1/20/2025,48.57527615,132.66307460000002,17184,499,,0.0,0.0
Kabardino-Balkarian Republic,Russia,1/20/2025,43.4806048,43.5978976,60356,1822,,0.0,0.0
Kaliningrad Oblast,Russia,1/20/2025,54.7293041,21.1489473,161303,1741,,0.0,0.0
Kalmykia Republic,Russia,1/20/2025,46.2313018,45.3275745,49499,825,,0.0,0.0
Kaluga Oblast,Russia,1/20/2025,54.4382773,35.5272854,99894,1393,,0.0,0.0
Kamchatka Krai,Russia,1/20/2025,57.1914882,160.03838190000005,38761,609,,0.0,0.0
Karachay-Cherkess Republic,Russia,1/20/2025,43.7368326,41.7267991,44987,979,,0.0,0.0
Karelia Republic,Russia,1/20/2025,62.61940309999999,33.4920267,130178,1440,,0.0,0.0
Kemerovo Oblast,Russia,1/20/2025,54.53357809999999,87.342861,154807,2221,,0.0,0.0
Khabarovsk Krai,Russia,1/20/2025,51.6312684,136.121524,193409,1492,,0.0,0.0
Khakassia Republic,Russia,1/20/2025,53.72258845,91.44293627,86208,2325,,0.0,0.0
Khanty-Mansi Autonomous Okrug,Russia,1/20/2025,61.0259025,69.0982628,204940,2496,,0.0,0.0
Kirov Oblast,Russia,1/20/2025,57.9665589,49.4074599,148035,937,,0.0,0.0
Komi Republic,Russia,1/20/2025,63.9881421,54.3326073,166814,3024,,0.0,0.0
Kostroma Oblast,Russia,1/20/2025,58.424756,44.2533273,85390,1285,,0.0,0.0
Krasnodar Krai,Russia,1/20/2025,45.7684014,39.0261044,245650,10603,,0.0,0.0
Krasnoyarsk Krai,Russia,1/20/2025,63.3233807,97.0979974,356837,10412,,0.0,0.0
Kurgan Oblast,Russia,1/20/2025,55.7655302,64.5632681,98864,1320,,0.0,0.0
Kursk Oblast,Russia,1/20/2025,51.6568453,36.4852695,111705,2351,,0.0,0.0
Leningrad Oblast,Russia,1/20/2025,60.1853296,32.3925325,179468,3419,,0.0,0.0
Lipetsk Oblast,Russia,1/20/2025,52.6935178,39.1122664,140102,3458,,0.0,0.0
Magadan Oblast,Russia,1/20/2025,62.48858785,153.9903764,19440,386,,0.0,0.0
Mari El Republic,Russia,1/20/2025,56.5767504,47.8817512,44117,1080,,0.0,0.0
Mordovia Republic,Russia,1/20/2025,54.4419829,44.4661144,64232,1325,,0.0,0.0
Moscow,Russia,1/20/2025,55.7504461,37.6174943,2730020,42456,,0.0,0.0
Moscow Oblast,Russia,1/20/2025,55.50431579999999,38.0353929,955977,14645,,0.0,0.0
Murmansk Oblast,Russia,1/20/2025,68.00004179999999,33.9999151,132664,3214,,0.0,0.0
Nenets Autonomous Okrug,Russia,1/20/2025,68.27557185,57.1686375,7125,97,,0.0,0.0
Nizhny Novgorod Oblast,Russia,1/20/2025,55.47180329999999,44.0911594,399531,11303,,0.0,0.0
North Ossetia - Alania Republic,Russia,1/20/2025,42.79336110000001,44.6324493,40079,1235,,0.0,0.0
Novgorod Oblast,Russia,1/20/2025,58.2843833,32.5169757,96187,980,,0.0,0.0
Novosibirsk Oblast,Russia,1/20/2025,54.9720169,79.48139240000002,248367,5262,,0.0,0.0
Omsk Oblast,Russia,1/20/2025,56.09352629999999,73.5099936,200751,4073,,0.0,0.0
Orel Oblast,Russia,1/20/2025,52.96854329999999,36.0692477,106582,1803,,0.0,0.0
Orenburg Oblast,Russia,1/20/2025,52.02692620000001,54.7276647,207515,3834,,0.0,0.0
Penza Oblast,Russia,1/20/2025,53.1655415,44.78791810000001,175477,5512,,0.0,0.0
Perm Krai,Russia,1/20/2025,58.5951603,56.3159546,354039,8595,,0.0,0.0
Primorsky Krai,Russia,1/20/2025,45.0819456,134.726645,167524,1874,,0.0,0.0
Pskov Oblast,Russia,1/20/2025,57.5358729,28.8586826,105518,1687,,0.0,0.0
Rostov Oblast,Russia,1/20/2025,47.6222451,40.7957942,354527,10658,,0.0,0.0
Ryazan Oblast,Russia,1/20/2025,54.42267320000001,40.57052460000001,112979,3234,,0.0,0.0
Saint Petersburg,Russia,1/20/2025,59.9606739,30.158655100000004,1488785,32850,,0.0,0.0
Sakha (Yakutiya) Republic,Russia,1/20/2025,66.941626,129.642371,169659,2092,,0.0,0.0
Sakhalin Oblast,Russia,1/20/2025,49.7219665,143.448533,63564,806,,0.0,0.0
Samara Oblast,Russia,1/20/2025,53.2128813,50.8914633,369961,7438,,0.0,0.0
Saratov Oblast,Russia,1/20/2025,51.6520555,46.86319520000001,235512,5795,,0.0,0.0
Smolensk Oblast,Russia,1/20/2025,55.03434960000001,33.0192065,126139,2891,,0.0,0.0
Stavropol Krai,Russia,1/20/2025,44.86325770000001,43.4406913,190997,6941,,0.0,0.0
Sverdlovsk Oblast,Russia,1/20/2025,58.6414755,61.8021546,414332,10489,,0.0,0.0
Tambov Oblast,Russia,1/20/2025,52.9019574,41.3578918,109048,2315,,0.0,0.0
Tatarstan Republic,Russia,1/20/2025,55.7648572,52.43104273,134408,1819,,0.0,0.0
Tomsk Oblast,Russia,1/20/2025,58.6124279,82.04753149999998,122394,779,,0.0,0.0
Tula Oblast,Russia,1/20/2025,53.9570701,37.3690909,147422,5015,,0.0,0.0
Tver Oblast,Russia,1/20/2025,57.1134475,35.174442799999994,155110,2688,,0.0,0.0
Tyumen Oblast,Russia,1/20/2025,58.8206488,70.36588370000001,182603,4149,,0.0,0.0
Tyva Republic,Russia,1/20/2025,51.4017149,93.8582593,44326,344,,0.0,0.0
Udmurt Republic,Russia,1/20/2025,57.1961165,52.69598320000001,160967,3751,,0.0,0.0
Ulyanovsk Oblast,Russia,1/20/2025,54.1463177,47.2324921,190870,4517,,0.0,0.0
Vladimir Oblast,Russia,1/20/2025,56.0503336,40.6561633,145784,3316,,0.0,0.0
Volgograd Oblast,Russia,1/20/2025,49.6048339,44.29035820000001,205239,6660,,0.0,0.0
Vologda Oblast,Russia,1/20/2025,60.0391461,43.1215213,181341,3574,,0.0,0.0
Voronezh Oblast,Russia,1/20/2025,50.9800393,40.15065070000001,360306,7984,,0.0,0.0
Yamalo-Nenets Autonomous Okrug,Russia,1/20/2025,67.1471631,74.3415488,134443,1027,,0.0,0.0
Yaroslavl Oblast,Russia,1/20/2025,57.77819760000001,39.0021095,151214,2636,,0.0,0.0
Zabaykalsky Krai,Russia,1/20/2025,52.248521,115.956325,162854,2264,,0.0,0.0
,Rwanda,1/20/2025,-1.9403,29.8739,129658,1459,,0.0,0.0
,Saint Kitts and Nevis,1/20/2025,17.357822,-62.782998,5548,42,,0.0,0.0
,Saint Lucia,1/20/2025,13.9094,-60.9789,22891,365,,0.0,0.0
,Saint Vincent and the Grenadines,1/20/2025,12.9843,-61.2872,8329,106,,0.0,0.0
,Samoa,1/20/2025,-13.759,-172.1046,229,0,,0.0,0.0
,San Marino,1/20/2025,43.9424,12.4578,14968,112,,0.0,0.0
,Sao Tome and Principe,1/20/2025,0.1864,6.6131,5941,73,,0.0,0.0
,Saudi Arabia,1/20/2025,23.885942,45.079162,749730,9030,,0.0,0.0
,Senegal,1/20/2025,14.4974,-14.4524,85831,1964,,0.0,0.0
,Serbia,1/20/2025,44.0165,21.0059,1957450,15696,,0.0,0.0
,Seychelles,1/20/2025,-4.6796,55.492,39883,163,,0.0,0.0
,Sierra Leone,1/20/2025,8.460555000000001,-11.779889,7674,125,,0.0,0.0
,Singapore,1/20/2025,1.2833,103.8333,1022555,1208,,0.0,0.0
,Slovakia,1/20/2025,48.669,19.699,2355564,19133,,0.0,0.0
,Slovenia,1/20/2025,46.1512,14.9955,937936,6449,,0.0,0.0
,Solomon Islands,1/20/2025,-9.6457,160.1562,9851,127,,0.0,0.0
,Somalia,1/20/2025,5.152149,46.199616,26410,1361,,0.0,0.0
,South Africa,1/20/2025,-30.5595,22.9375,3704784,99890,,0.0,0.0
,South Sudan,1/20/2025,6.877000000000002,31.307,17137,138,,0.0,0.0
Andalusia,Spain,1/20/2025,37.5443,-4.7278,1376249,13067,,0.0,0.0
Aragon,Spain,1/20/2025,41.5976,-0.9057,404159,4961,,0.0,0.0
Asturias,Spain,1/20/2025,43.3614,-5.8593,199853,2568,,0.0,0.0
Baleares,Spain,1/20/2025,39.710358,2.995148,261458,1234,,0.0,0.0
C. Valenciana,Spain,1/20/2025,39.484,-0.7533,1324381,9110,,0.0,0.0
Canarias,Spain,1/20/2025,28.2916,-16.6291,316554,1618,,0.0,0.0
Cantabria,Spain,1/20/2025,43.1828,-3.9878,128531,782,,0.0,0.0
Castilla - La Mancha,Spain,1/20/2025,39.2796,-3.0977,481055,7121,,0.0,0.0
Castilla y Leon,Spain,1/20/2025,41.8357,-4.3976,668359,8342,,0.0,0.0
Catalonia,Spain,1/20/2025,41.5912,1.5209,2331586,18635,,0.0,0.0
Ceuta,Spain,1/20/2025,35.8894,-5.3213,19250,145,,0.0,0.0
Extremadura,Spain,1/20/2025,39.4937,-6.0679,246259,2258,,0.0,0.0
Galicia,Spain,1/20/2025,42.5751,-8.1339,557817,3157,,0.0,0.0
La Rioja,Spain,1/20/2025,42.2871,-2.5396,91371,910,,0.0,0.0
Madrid,Spain,1/20/2025,40.4168,-3.7038,1621846,17709,,0.0,0.0
Melilla,Spain,1/20/2025,35.2923,-2.9381,20476,153,,0.0,0.0
Murcia,Spain,1/20/2025,37.9922,-1.1307,384708,2191,,0.0,0.0
Navarra,Spain,1/20/2025,42.6954,-1.6761,227371,1510,,0.0,0.0
Pais Vasco,Spain,1/20/2025,42.9896,-2.6189,663354,6232,,0.0,0.0
Unknown,Spain,1/20/2025,,,0,0,,0.0,0.0
,Sri Lanka,1/20/2025,7.873054,80.77179699999998,658493,16436,,0.0,0.0
,Sudan,1/20/2025,12.8628,30.2176,61842,4897,,0.0,0.0
,Summer Olympics 2020,1/20/2025,35.6491,139.7737,865,0,,0.0,0.0
,Suriname,1/20/2025,3.9193,-56.0278,79025,1324,,0.0,0.0
Blekinge,Sweden,1/20/2025,56.2784,15.018,29321,156,,0.0,0.0
Dalarna,Sweden,1/20/2025,61.0917,14.6664,68408,440,,0.0,0.0
Gavleborg,Sweden,1/20/2025,61.3012,16.1534,73042,659,,0.0,0.0
Gotland,Sweden,1/20/2025,57.4684,18.4867,11308,60,,0.0,0.0
Halland,Sweden,1/20/2025,56.8967,12.8034,103592,417,,0.0,0.0
Jamtland Harjedalen,Sweden,1/20/2025,63.1712,14.9592,32406,167,,0.0,0.0
Jonkoping,Sweden,1/20/2025,57.3708,14.3439,85561,651,,0.0,0.0
